"title","level","service","category","description","id"
"AD Groups Or Users Enumeration Using PowerShell - PoshModule","low","","ps_module","Adversaries may attempt to find domain-level groups and permission settings.
The knowledge of domain-level permission groups can help adversaries determine which groups exist and which users belong to a particular group.
Adversaries may use this information to determine which users have elevated permissions, such as domain administrators.
","f3c1031c-796c-6c50-7af9-c490e09550f6"
"PowerShell Decompress Commands","informational","","ps_module","A General detection for specific decompress commands in PowerShell logs. This could be an adversary decompressing files.","e4ba78e1-d659-9152-8504-cae6d6c7372e"
"Clear PowerShell History - PowerShell Module","medium","","ps_module","Detects keywords that could indicate clearing PowerShell history","5dea4020-38c8-b6d5-ebdb-2a7cfa20044e"
"Invoke-Obfuscation Via Use Clip - PowerShell Module","high","","ps_module","Detects Obfuscated Powershell via use Clip.exe in Scripts","d1ec8808-93c9-9dcb-b4b8-b20791287ee2"
"Invoke-Obfuscation RUNDLL LAUNCHER - PowerShell Module","medium","","ps_module","Detects Obfuscated Powershell via RUNDLL LAUNCHER","567da8d6-9387-9852-16ed-a336bfaad91e"
"Zip A Folder With PowerShell For Staging In Temp  - PowerShell Module","medium","","ps_module","Detects PowerShell scripts that make use of the ""Compress-Archive"" Cmdlet in order to compress folders and files where the output is stored in a potentially suspicious location that is used often by malware for exfiltration.
An adversary might compress data (e.g., sensitive documents) that is collected prior to exfiltration in order to make it portable and minimize the amount of data sent over the network.
","a707acca-c4f5-6929-a1fc-0908ab087be0"
"Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION - PowerShell Module","high","","ps_module","Detects Obfuscated Powershell via VAR++ LAUNCHER","b2064db0-e465-72c2-edcc-57cfd9676207"
"Malicious PowerShell Commandlets - PoshModule","high","","ps_module","Detects Commandlet names from well-known PowerShell exploitation frameworks","36554b35-d185-3e51-6b7f-9b61726b8d3a"
"Invoke-Obfuscation STDIN+ Launcher - PowerShell Module","high","","ps_module","Detects Obfuscated use of stdin to execute PowerShell","c539a450-9d59-8ac3-1709-f3b5f2e5a989"
"Suspicious PowerShell Invocations - Generic - PowerShell Module","high","","ps_module","Detects suspicious PowerShell invocation command parameters","e27c3517-69ca-c8c3-fc57-c4baba10867f"
"Invoke-Obfuscation Via Use Rundll32 - PowerShell Module","high","","ps_module","Detects Obfuscated Powershell via use Rundll32 in Scripts","acb9f9fe-df3e-be2a-239f-51b194099630"
"Malicious PowerShell Scripts - PoshModule","high","","ps_module","Detects the execution of known offensive powershell scripts used for exploitation or reconnaissance","a26b0227-f81e-097b-19ba-ffbb04417ccc"
"Invoke-Obfuscation Obfuscated IEX Invocation - PowerShell Module","high","","ps_module","Detects all variations of obfuscated powershell IEX invocation code generated by Invoke-Obfuscation framework from the code block cited in the reference section below","b21405ff-2071-082b-067f-fa116d28a858"
"Invoke-Obfuscation Via Use MSHTA - PowerShell Module","high","","ps_module","Detects Obfuscated Powershell via use MSHTA in Scripts","6ead282b-ed6b-7f68-1ed2-b8f5fb092b4e"
"Invoke-Obfuscation CLIP+ Launcher - PowerShell Module","high","","ps_module","Detects Obfuscated use of Clip.exe to execute PowerShell","7a595cb6-87c9-7d42-5bf9-f404e939d500"
"Remote PowerShell Session (PS Module)","high","","ps_module","Detects remote PowerShell sessions","d8bf9898-a71e-347a-25d6-1fde2e2925e6"
"HackTool - Evil-WinRm Execution - PowerShell Module","high","","ps_module","Detects the execution of Evil-WinRM via PowerShell Module logs by leveraging the hardcoded strings inside the utility.
","a0ecd6f3-309d-3ad0-2231-421f98a89f32"
"Potential RemoteFXvGPUDisablement.EXE Abuse - PowerShell Module","high","","ps_module","Detects PowerShell module creation where the module Contents are set to ""function Get-VMRemoteFXPhysicalVideoAdapter"". This could be a sign of potential abuse of the ""RemoteFXvGPUDisablement.exe"" binary which is known to be vulnerable to module load-order hijacking.","c2325f35-edc7-9b45-d0bc-548ab4074e0a"
"Suspicious Computer Machine Password by PowerShell","medium","","ps_module","The Reset-ComputerMachinePassword cmdlet changes the computer account password that the computers use to authenticate to the domain controllers in the domain.
You can use it to reset the password of the local computer.
","31981511-e5c7-fa6d-65dd-422e26ba8f0d"
"Use Get-NetTCPConnection - PowerShell Module","low","","ps_module","Adversaries may attempt to get a listing of network connections to or from the compromised system they are currently accessing or from remote systems by querying for information over the network.","8485a923-ab47-503c-8823-f930f71f83a1"
"Invoke-Obfuscation COMPRESS OBFUSCATION - PowerShell Module","medium","","ps_module","Detects Obfuscated Powershell via COMPRESS OBFUSCATION","93fea8ea-89ab-d08a-3904-a6949999010c"
"PowerShell Get Clipboard","medium","","ps_module","A General detection for the Get-Clipboard commands in PowerShell logs. This could be an adversary capturing clipboard contents.","8ed7f4b3-91aa-4c85-95e8-a361f9004b2e"
"Invoke-Obfuscation VAR+ Launcher - PowerShell Module","high","","ps_module","Detects Obfuscated use of Environment Variables to execute PowerShell","61ec8448-ba5d-0b4f-8089-eb047d43a2ec"
"Suspicious Get-ADDBAccount Usage","high","","ps_module","Detects suspicious invocation of the Get-ADDBAccount script that reads from a ntds.dit file and may be used to get access to credentials without using any credential dumpers","85b06a92-2ad6-ef34-57c3-fac694f74095"
"Alternate PowerShell Hosts - PowerShell Module","medium","","ps_module","Detects alternate PowerShell hosts potentially bypassing detections looking for powershell.exe","b7826f95-a54d-d6e4-d4e0-38998c4eb8d7"
"Suspicious PowerShell Download - PoshModule","medium","","ps_module","Detects suspicious PowerShell download command","3a7c8368-70ba-0539-d7a9-662a59306969"
"Invoke-Obfuscation Via Stdin - PowerShell Module","high","","ps_module","Detects Obfuscated Powershell via Stdin in Scripts","58925ff0-2936-8ebd-4c28-8fdbb8ac19a8"
"Suspicious Get Local Groups Information","low","","ps_module","Adversaries may attempt to find local system groups and permission settings.
The knowledge of local system permission groups can help adversaries determine which groups exist and which users belong to a particular group.
Adversaries may use this information to determine which users have elevated permissions, such as the users found within the local administrators group.
","300dbe85-b7a0-be0b-aa57-321c1ee97848"
"SyncAppvPublishingServer Bypass Powershell Restriction - PS Module","medium","","ps_module","Detects SyncAppvPublishingServer process execution which usually utilized by adversaries to bypass PowerShell execution restrictions.","9863342f-1e0e-72c5-8faa-674337cd6d2b"
"Suspicious Get Information for SMB Share - PowerShell Module","low","","ps_module","Adversaries may look for folders and drives shared on remote systems as a means of identifying sources of information to gather as a precursor for Collection and
to identify potential systems of interest for Lateral Movement.
Networks often contain shared network drives and folders that enable users to access file directories on various systems across a network.
","a1d89efd-6d69-416b-3004-ec9c460a863d"
"Zip A Folder With PowerShell For Staging In Temp - PowerShell","medium","powershell-classic","","Detects PowerShell scripts that make use of the ""Compress-Archive"" Cmdlet in order to compress folders and files where the output is stored in a potentially suspicious location that is used often by malware for exfiltration.
An adversary might compress data (e.g., sensitive documents) that is collected prior to exfiltration in order to make it portable and minimize the amount of data sent over the network.
","ee9681d0-6ba5-5eaf-9c8b-fe39afe542b9"
"Potential RemoteFXvGPUDisablement.EXE Abuse","high","powershell-classic","","Detects PowerShell module creation where the module Contents are set to ""function Get-VMRemoteFXPhysicalVideoAdapter"". This could be a sign of potential abuse of  the ""RemoteFXvGPUDisablement.exe"" binary which is known to be vulnerable to module load-order hijacking.","29a3935d-0428-4f39-d39e-ec43c598b272"
"Suspicious Non PowerShell WSMAN COM Provider","medium","powershell-classic","","Detects suspicious use of the WSMAN provider without PowerShell.exe as the host application.","aedc0f64-b9e7-36d1-fd92-838fdf33eac3"
"Suspicious PowerShell Download","medium","powershell","","Detects suspicious PowerShell download command","12f93a4e-cd0e-18d7-6969-b345ecc8d40a"
"SyncAppvPublishingServer Execution to Bypass Powershell Restriction","medium","powershell","","Detects SyncAppvPublishingServer process execution which usually utilized by adversaries to bypass PowerShell execution restrictions.","349e3bb4-b72b-193d-810e-7d9c145b863e"
"Suspicious PowerShell Invocations - Specific","high","powershell","","Detects suspicious PowerShell invocation command parameters","3db961f4-6217-4957-b717-e5955c82d6e5"
"Netcat The Powershell Version - PowerShell Module","medium","","ps_module","Adversaries may use a non-application layer protocol for communication between host and C2 server or among infected hosts within a network","65efb931-2d64-dea1-b559-544498a9b6f8"
"Suspicious PowerShell Invocations - Generic","high","powershell","","Detects suspicious PowerShell invocation command parameters","391b98f2-3f42-0d06-a295-18a2aa29d39a"
"PwSh Pipeline Exec","informational","powershell","ps_module","Powershell Module Loggong. Displays powershell execution","d3fb8f7b-88b0-4ff4-bf9b-ca286ce19031"
"Use Of Remove-Item to Delete File - ScriptBlock","low","","ps_script","PowerShell Remove-Item  with -Path to delete a file or a folder with ""-Recurse""","6e77c76e-375f-3378-fb5b-0d55e078f8ad"
"Compress-Archive Cmdlet Execution","low","","ps_script","Detects PowerShell scripts that make use of the ""Compress-Archive"" cmdlet in order to compress folders and files.
An adversary might compress data (e.g., sensitive documents) that is collected prior to exfiltration in order to make it portable and minimize the amount of data sent over the network.
","c0483a49-1049-db52-97c5-ed73a6063b93"
"Windows Mail App Mailbox Access Via PowerShell Script","medium","","ps_script","Detects PowerShell scripts that try to access the default Windows MailApp MailBox. This indicates manipulation of or access to the stored emails of a user. E.g. this could be used by an attacker to exfiltrate or delete the content of the emails.","aac8a133-780e-35ed-5d52-60a568765afb"
"WinAPI Library Calls Via PowerShell Scripts","medium","","ps_script","Detects calls to WinAPI libraries from PowerShell scripts. Attackers can often leverage these APIs to avoid detection based on typical PowerShell function calls. Use this rule as a basis to hunt for interesting scripts.","66cccc69-033d-56e2-a1e1-f190cc0a9ca0"
"SMB over QUIC Via PowerShell Script","medium","","ps_script","Detects the mounting of Windows SMB shares over QUIC, which can be an unexpected event in some enterprise environments","b3c17af7-4207-0100-fe3c-3730a1c40c82"
"Potential Data Exfiltration Over SMTP Via Send-MailMessage Cmdlet","medium","","ps_script","Detects the execution of a PowerShell script with a call to the ""Send-MailMessage"" cmdlet along with the ""-Attachments"" flag. This could be a potential sign of data exfiltration via Email.
Adversaries may steal data by exfiltrating it over an un-encrypted network protocol other than that of the existing command and control channel. The data may also be sent to an alternate network location from the main command and control server.
","87face0d-1383-7cc4-2da9-2a5da8b81325"
"New Windows Firewall Rule Added Via New-NetFirewallRule Cmdlet - ScriptBlock","low","","ps_script","Detects when a powershell script contains calls to the ""New-NetFirewallRule"" cmdlet in order to add a new firewall rule with an ""Allow"" action.
","40fd8a4e-3820-0edf-530e-53785ee863e9"
"WinAPI Function Calls Via PowerShell Scripts","medium","","ps_script","Detects calls to WinAPI functions from PowerShell scripts. Attackers can often leverage these APIs to avoid detection based on typical PowerShell function calls. Use this rule as a basis to hunt for interesting scripts.","fc457d0e-1ed4-ecab-aa1f-bd5c4b53c2d9"
"Potential Registry Reconnaissance Via PowerShell Script","medium","","ps_script","Detects PowerShell scripts with potential registry reconnaissance capabilities. Adversaries may interact with the Windows registry to gather information about the system credentials, configuration, and installed software.","822b05a7-afa1-99c7-fc49-578330c9bf81"
